case,sample,s4,s5,fade,before_frontier,after_frontier,context_defect,memory_defect,call_defect,unexpected,before_goal,after_goal,before_vf11z,after_vf11z,before_return,after_return
4873,135,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41a8c000,41a8c000,0,0
4874,135,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,41a8c000,41a8c000,0,0
4875,135,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,41a8c000,41a8c000,0,0
4876,135,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4877,135,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4878,135,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42c33000,42c33000,0,0
4879,135,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,42c33000,42c33000,0,0
4880,135,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42c33000,42c33000,0,0
4881,135,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42c33000,42c33000,0,0
4882,135,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4883,135,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4884,135,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426d6000,426d6000,0,0
4885,135,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,426d6000,426d6000,0,0
4886,135,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,426d6000,426d6000,0,0
4887,135,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426d6000,426d6000,0,0
4888,135,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4889,135,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4890,135,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c22f2000,c22f2000,0,0
4891,135,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c22f2000,c22f2000,0,0
4892,135,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c22f2000,c22f2000,0,0
4893,135,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c22f2000,c22f2000,0,0
4894,135,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4895,135,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4896,136,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c188c000,c188c000,0,0
4897,136,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c16f5000,c16f5000,0,0
4898,136,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c1803400,c1803400,0,0
4899,136,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c188c000,c188c000,0,0
4900,136,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4901,136,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4902,136,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426ab800,426ab800,0,0
4903,136,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,424d6100,424d6100,0,0
4904,136,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,425c0c80,425c0c80,0,0
4905,136,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426ab800,426ab800,0,0
4906,136,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4907,136,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4908,136,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,41927000,41927000,0,0
4909,136,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41802200,41802200,0,0
4910,136,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,41894900,41894900,0,0
4911,136,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,41927000,41927000,0,0
4912,136,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4913,136,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4914,136,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42c61c00,42c61c00,0,0
4915,136,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,42ad5880,42ad5880,0,0
4916,136,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42b9ba40,42b9ba40,0,0
4917,136,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42c61c00,42c61c00,0,0
4918,136,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4919,136,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4920,136,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426ab800,426ab800,0,0
4921,136,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,424d6100,424d6100,0,0
4922,136,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,425c0c80,425c0c80,0,0
4923,136,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426ab800,426ab800,0,0
4924,136,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4925,136,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4926,136,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c20fc800,c20fc800,0,0
4927,136,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c1fb9e00,c1fb9e00,0,0
4928,136,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c206cb80,c206cb80,0,0
4929,136,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c20fc800,c20fc800,0,0
4930,136,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4931,136,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4932,137,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c0f90000,c0f90000,0,0
4933,137,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c0bac000,c0bac000,0,0
4934,137,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c0d9e000,c0d9e000,0,0
4935,137,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c0f90000,c0f90000,0,0
4936,137,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4937,137,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4938,137,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426a0000,426a0000,0,0
4939,137,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,422f8000,422f8000,0,0
4940,137,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,424cc000,424cc000,0,0
4941,137,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426a0000,426a0000,0,0
4942,137,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4943,137,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4944,137,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,41800000,41800000,0,0
4945,137,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41400000,41400000,0,0
4946,137,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,41600000,41600000,0,0
4947,137,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,41800000,41800000,0,0
4948,137,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4949,137,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4950,137,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42ca0000,42ca0000,0,0
4951,137,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,42978000,42978000,0,0
4952,137,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42b0c000,42b0c000,0,0
4953,137,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42ca0000,42ca0000,0,0
4954,137,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4955,137,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4956,137,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426a0000,426a0000,0,0
4957,137,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,422f8000,422f8000,0,0
4958,137,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,424cc000,424cc000,0,0
4959,137,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426a0000,426a0000,0,0
4960,137,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4961,137,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4962,137,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1dd0000,c1dd0000,0,0
4963,137,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c1a5c000,c1a5c000,0,0
4964,137,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c1c16000,c1c16000,0,0
4965,137,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1dd0000,c1dd0000,0,0
4966,137,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4967,137,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4968,138,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,40010000,40010000,0,0
4969,138,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,3fa14000,3fa14000,0,0
4970,138,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,3fd1a000,3fd1a000,0,0
4971,138,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,40010000,40010000,0,0
4972,138,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4973,138,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4974,138,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426b3800,426b3800,0,0
4975,138,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,42130300,42130300,0,0
4976,138,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,423f1d80,423f1d80,0,0
4977,138,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426b3800,426b3800,0,0
4978,138,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4979,138,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4980,138,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,4162e000,4162e000,0,0
4981,138,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,410dcc00,410dcc00,0,0
4982,138,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,41385600,41385600,0,0
4983,138,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,4162e000,4162e000,0,0
4984,138,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4985,138,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4986,138,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42cedc00,42cedc00,0,0
4987,138,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,42814980,42814980,0,0
4988,138,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42a812c0,42a812c0,0,0
4989,138,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42cedc00,42cedc00,0,0
4990,138,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4991,138,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4992,138,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426b3800,426b3800,0,0
4993,138,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,42130300,42130300,0,0
4994,138,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,423f1d80,423f1d80,0,0
4995,138,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426b3800,426b3800,0,0
4996,138,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
4997,138,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
4998,138,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1969000,c1969000,0,0
4999,138,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c13c3400,c13c3400,0,0
5000,138,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c174aa00,c174aa00,0,0
5001,138,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1969000,c1969000,0,0
5002,138,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5003,138,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5004,139,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,4144c000,4144c000,0,0
5005,139,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,40c4c000,40c4c000,0,0
5006,139,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,41139000,41139000,0,0
5007,139,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,4144c000,4144c000,0,0
5008,139,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5009,139,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5010,139,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426e6000,426e6000,0,0
5011,139,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41ee6000,41ee6000,0,0
5012,139,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,4232c800,4232c800,0,0
5013,139,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426e6000,426e6000,0,0
5014,139,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5015,139,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5016,139,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,414d8000,414d8000,0,0
5017,139,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,40cd8000,40cd8000,0,0
5018,139,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,411a2000,411a2000,0,0
5019,139,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,414d8000,414d8000,0,0
5020,139,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5021,139,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5022,139,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42d4b000,42d4b000,0,0
5023,139,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,4254b000,4254b000,0,0
5024,139,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,429f8400,429f8400,0,0
5025,139,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42d4b000,42d4b000,0,0
5026,139,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5027,139,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5028,139,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,426e6000,426e6000,0,0
5029,139,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41ee6000,41ee6000,0,0
5030,139,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,4232c800,4232c800,0,0
5031,139,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,426e6000,426e6000,0,0
5032,139,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5033,139,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5034,139,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1188000,c1188000,0,0
5035,139,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c0988000,c0988000,0,0
5036,139,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c0e4c000,c0e4c000,0,0
5037,139,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1188000,c1188000,0,0
5038,139,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5039,139,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5040,140,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1700000,c1700000,0,0
5041,140,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c0b40000,c0b40000,0,0
5042,140,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c1250000,c1250000,0,0
5043,140,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1700000,c1700000,0,0
5044,140,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5045,140,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5046,140,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42b28000,42b28000,0,0
5047,140,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,4205e000,4205e000,0,0
5048,140,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42757000,42757000,0,0
5049,140,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42b28000,42b28000,0,0
5050,140,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5051,140,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5052,140,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,425d0000,425d0000,0,0
5053,140,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41a5c000,41a5c000,0,0
5054,140,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,4217f000,4217f000,0,0
5055,140,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,425d0000,425d0000,0,0
5056,140,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5057,140,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5058,140,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42f68000,42f68000,0,0
5059,140,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,4238e000,4238e000,0,0
5060,140,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42a97800,42a97800,0,0
5061,140,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42f68000,42f68000,0,0
5062,140,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5063,140,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5064,140,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42b28000,42b28000,0,0
5065,140,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,4205e000,4205e000,0,0
5066,140,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42757000,42757000,0,0
5067,140,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42b28000,42b28000,0,0
5068,140,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5069,140,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5070,140,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1f70000,c1f70000,0,0
5071,140,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c1394000,c1394000,0,0
5072,140,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c1a9d000,c1a9d000,0,0
5073,140,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1f70000,c1f70000,0,0
5074,140,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5075,140,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5076,141,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c0ae4000,c0ae4000,0,0
5077,141,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,bfae4000,bfae4000,0,0
5078,141,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c059d000,c059d000,0,0
5079,141,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c0ae4000,c0ae4000,0,0
5080,141,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5081,141,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5082,141,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42b2a000,42b2a000,0,0
5083,141,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41b2a000,41b2a000,0,0
5084,141,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,425f4800,425f4800,0,0
5085,141,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42b2a000,42b2a000,0,0
5086,141,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5087,141,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5088,141,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,4254c000,4254c000,0,0
5089,141,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,4154c000,4154c000,0,0
5090,141,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,4204f800,4204f800,0,0
5091,141,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,4254c000,4254c000,0,0
5092,141,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5093,141,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5094,141,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42fae000,42fae000,0,0
5095,141,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41fae000,41fae000,0,0
5096,141,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,429ccc00,429ccc00,0,0
5097,141,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42fae000,42fae000,0,0
5098,141,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5099,141,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5100,141,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42b2a000,42b2a000,0,0
5101,141,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41b2a000,41b2a000,0,0
5102,141,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,425f4800,425f4800,0,0
5103,141,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42b2a000,42b2a000,0,0
5104,141,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5105,141,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5106,141,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1b28000,c1b28000,0,0
5107,141,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c0b28000,c0b28000,0,0
5108,141,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c15f2000,c15f2000,0,0
5109,141,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1b28000,c1b28000,0,0
5110,141,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5111,141,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5112,142,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,40930000,40930000,0,0
5113,142,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,3f130000,3f130000,0,0
5114,142,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,40256000,40256000,0,0
5115,142,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,40930000,40930000,0,0
5116,142,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5117,142,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5118,142,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42b3b800,42b3b800,0,0
5119,142,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,4133b800,4133b800,0,0
5120,142,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,424a2f00,424a2f00,0,0
5121,142,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42b3b800,42b3b800,0,0
5122,142,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5123,142,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5124,142,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,424e7000,424e7000,0,0
5125,142,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,40ce7000,40ce7000,0,0
5126,142,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,41e83e00,41e83e00,0,0
5127,142,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,424e7000,424e7000,0,0
5128,142,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
5129,142,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
5130,142,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c3000400,c3000400,0,0
5131,142,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c1800400,c1800400,0,0
5132,142,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c2900480,c2900480,0,0
5133,142,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c3000400,c3000400,0,0
5134,142,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
