# SECTION A — collision-realistic float->int conversion sweep (60000 inputs)
# idx  in(hex)         scalar_out(hex16)   class
A49319  42d8b600        000000000000006c  rng
A49320  4a313440        00000000002c4d10  rng
A49321  4ea5839e        0000000052c1cf00  rng
A49322  55d33aeb        000000007fffffff  +ovf
A49323  556031f7        000000007fffffff  +ovf
A49324  53484abb        000000007fffffff  +ovf
A49325  4b315411        0000000000b15411  rng
A49326  c35f47cf        ffffffffffffff21  rng
A49327  c2ae3ea8        ffffffffffffffa9  rng
A49328  49d8d068        00000000001b1a0d  rng
A49329  ccefe370        fffffffff880e480  rng
A49330  551a9e03        000000007fffffff  +ovf
A49331  548de91c        000000007fffffff  +ovf
A49332  5290a1db        000000007fffffff  +ovf
A49333  4a12e424        000000000024b909  rng
A49334  bff621f4        ffffffffffffffff  rng
A49335  41ccb740        0000000000000019  rng
A49336  4a823c96        0000000000411e4b  rng
A49337  ce482a40        ffffffffcdf57000  rng
A49338  564941b5        000000007fffffff  +ovf
A49339  4dbdd957        0000000017bb2ae0  rng
A49340  531a5287        000000007fffffff  +ovf
A49341  4b1b0651        00000000009b0651  rng
A49342  c3e380d1        fffffffffffffe39  rng
A49343  7fc00000        0000000000000000  NaN
A49344  4ae760f8        000000000073b07c  rng
A49345  4f018b5e        000000007fffffff  +ovf
A49346  5615a006        000000007fffffff  +ovf
A49347  51046ebc        000000007fffffff  +ovf
A49348  551de698        000000007fffffff  +ovf
A49349  cab7719f        ffffffffffa44731  rng
A49350  412ee093        000000000000000a  rng
A49351  439e4ff4        000000000000013c  rng
A49352  4ab2638a        00000000005931c5  rng
A49353  4e0249f8        0000000020927e00  rng
A49354  55d450e4        000000007fffffff  +ovf
A49355  52354097        000000007fffffff  +ovf
A49356  5356b71c        000000007fffffff  +ovf
A49357  cb3fb1a4        ffffffffff404e5c  rng
A49358  c04b42f8        fffffffffffffffd  rng
A49359  c3011f14        ffffffffffffff7f  rng
A49360  ca7e32bc        ffffffffffc07351  rng
A49361  ce944bdc        ffffffffb5da1200  rng
A49362  552f640d        000000007fffffff  +ovf
A49363  562bde59        000000007fffffff  +ovf
A49364  52ace5f7        000000007fffffff  +ovf
A49365  4b7e90dc        0000000000fe90dc  rng
A49366  3fb81646        0000000000000001  rng
A49367  c3e8a610        fffffffffffffe2f  rng
A49368  caeb9060        ffffffffff8a37d0  rng
A49369  cdd611c0        ffffffffe53dc800  rng
A49370  53fac9e2        000000007fffffff  +ovf
A49371  555b0fad        000000007fffffff  +ovf
A49372  53428387        000000007fffffff  +ovf
A49373  7f800000        000000007fffffff  Inf
A49374  be6a8a84        0000000000000000  rng
A49375  c21a9b50        ffffffffffffffda  rng
A49376  c9724590        fffffffffff0dba7  rng
A49377  4e526e54        00000000349b9500  rng
A49378  525ed9ee        000000007fffffff  +ovf
A49379  558f2dbd        000000007fffffff  +ovf
A49380  52c425bc        000000007fffffff  +ovf
A49381  4b1ab425        00000000009ab425  rng
A49382  3f8e62e9        0000000000000001  rng
A49383  43e8f02c        00000000000001d1  rng
A49384  4a0a945c        000000000022a517  rng
A49385  4f012a10        000000007fffffff  +ovf
A49386  54ca8996        000000007fffffff  +ovf
A49387  5660a1ea        000000007fffffff  +ovf
A49388  518e6acf        000000007fffffff  +ovf
A49389  ff800000        ffffffff80000000  Inf
A49390  c09434d8        fffffffffffffffc  rng
A49391  c20b3c40        ffffffffffffffde  rng
A49392  ca826267        ffffffffffbececd  rng
A49393  4c544240        0000000003510900  rng
A49394  553b4106        000000007fffffff  +ovf
A49395  55e7536c        000000007fffffff  +ovf
A49396  7fc00000        0000000000000000  NaN
A49397  ca1f9e1b        ffffffffffd8187a  rng
A49398  3f214a36        0000000000000000  rng
A49399  c388d1c2        fffffffffffffeef  rng
A49400  cae5805c        ffffffffff8d3fd2  rng
A49401  cd4e6b48        fffffffff3194b80  rng
A49402  54d1e8ca        000000007fffffff  +ovf
A49403  551b172a        000000007fffffff  +ovf
A49404  536235dd        000000007fffffff  +ovf
A49405  cd556795        fffffffff2a986b0  rng
A49406  4048f7e1        0000000000000003  rng
A49407  43f6ebe8        00000000000001ed  rng
A49408  caa1b7b3        ffffffffffaf2427  rng
A49409  4e4ca404        0000000033290100  rng
A49410  561b631f        000000007fffffff  +ovf
A49411  541e4d59        000000007fffffff  +ovf
A49412  52d35597        000000007fffffff  +ovf
A49413  cc784b7d        fffffffffc1ed20c  rng
A49414  41523222        000000000000000d  rng
A49415  c3d0cd84        fffffffffffffe5f  rng
A49416  4869f180        000000000003a7c6  rng
A49417  ced9bde9        ffffffff93210b80  rng
A49418  556185cc        000000007fffffff  +ovf
A49419  504ed653        000000007fffffff  +ovf
A49420  54ad6ed0        000000007fffffff  +ovf
A49421  4a9081a9        00000000004840d4  rng
A49422  bf6554a2        0000000000000000  rng
A49423  439f0208        000000000000013e  rng
A49424  4a731e00        00000000003cc780  rng
A49425  cee7009d        ffffffff8c7fb180  rng
A49426  53ba4251        000000007fffffff  +ovf
A49427  54799612        000000007fffffff  +ovf
A49428  513ad888        000000007fffffff  +ovf
A49429  4a8db400        000000000046da00  rng
A49430  40ff9d3d        0000000000000007  rng
A49431  44265d92        0000000000000299  rng
A49432  498d5ca8        000000000011ab95  rng
A49433  4daec538        0000000015d8a700  rng
A49434  563ad320        000000007fffffff  +ovf
A49435  5517caad        000000007fffffff  +ovf
A49436  52b60be2        000000007fffffff  +ovf
A49437  4b97a889        00000000012f5112  rng
A49438  4018165b        0000000000000002  rng
A49439  c2f56b50        ffffffffffffff86  rng
A49440  ca7ca6b7        ffffffffffc0d653  rng
A49441  4dcee680        0000000019dcd000  rng
A49442  544e1038        000000007fffffff  +ovf
A49443  5587ac34        000000007fffffff  +ovf
A49444  52a7ef4e        000000007fffffff  +ovf
A49445  4c1251b3        00000000024946cc  rng
A49446  4054854f        0000000000000003  rng
A49447  c361a2d8        ffffffffffffff1f  rng
A49448  4a2ebe6c        00000000002baf9b  rng
A49449  7fc00000        0000000000000000  NaN
A49450  561798d5        000000007fffffff  +ovf
A49451  565bde27        000000007fffffff  +ovf
A49452  53988aa0        000000007fffffff  +ovf
A49453  47b750c8        0000000000016ea1  rng
A49454  bdec2cc6        0000000000000000  rng
A49455  c436c7ee        fffffffffffffd25  rng
A49456  4a0def44        0000000000237bd1  rng
A49457  4e9a97f6        000000004d4bfb00  rng
A49458  54dfcbf1        000000007fffffff  +ovf
A49459  562fe80f        000000007fffffff  +ovf
A49460  5397a8f2        000000007fffffff  +ovf
A49461  4b2f5289        0000000000af5289  rng
A49462  c037abd2        fffffffffffffffe  rng
A49463  c34257cc        ffffffffffffff3e  rng
A49464  ca164538        ffffffffffda6eb2  rng
A49465  4db94768        000000001728ed00  rng
A49466  561bde5c        000000007fffffff  +ovf
A49467  549c6209        000000007fffffff  +ovf
A49468  5211a815        000000007fffffff  +ovf
A49469  484acd88        0000000000032b36  rng
A49470  7f800000        000000007fffffff  Inf
A49471  c4303fe9        fffffffffffffd40  rng
A49472  c7c04e80        fffffffffffe7f63  rng
A49473  cef00e16        ffffffff87f8f500  rng
A49474  54884bea        000000007fffffff  +ovf
A49475  563a3c03        000000007fffffff  +ovf
A49476  5271fb72        000000007fffffff  +ovf
A49477  4baaf3b1        000000000155e762  rng
A49478  3f0ad6bc        0000000000000000  rng
A49479  443042e4        00000000000002c1  rng
A49480  4aca0ff0        00000000006507f8  rng
A49481  cf01c621        ffffffff80000000  -ovf
A49482  5397974c        000000007fffffff  +ovf
A49483  54f4d26c        000000007fffffff  +ovf
A49484  54179e86        000000007fffffff  +ovf
A49485  4aca6af1        0000000000653578  rng
A49486  bf9c7e42        ffffffffffffffff  rng
A49487  445d91c6        0000000000000376  rng
A49488  ca7b57f6        ffffffffffc12a03  rng
A49489  4eeb78e6        0000000075bc7300  rng
A49490  ff800000        ffffffff80000000  Inf
A49491  50aabfcc        000000007fffffff  +ovf
A49492  54ad8f02        000000007fffffff  +ovf
A49493  4d81e6cb        00000000103cd960  rng
A49494  bf3de887        0000000000000000  rng
A49495  42e09270        0000000000000070  rng
A49496  c9a0f8d8        ffffffffffebe0e5  rng
A49497  ce6b9f50        ffffffffc5182c00  rng
A49498  55a15863        000000007fffffff  +ovf
A49499  55cc1fe5        000000007fffffff  +ovf
A49500  536e4edf        000000007fffffff  +ovf
A49501  ca1b2da1        ffffffffffd93498  rng
A49502  7fc00000        0000000000000000  NaN
A49503  c0601600        fffffffffffffffd  rng
A49504  ca49a186        ffffffffffcd979f  rng
A49505  cd6e1a10        fffffffff11e5f00  rng
A49506  5567cee9        000000007fffffff  +ovf
A49507  549e2040        000000007fffffff  +ovf
A49508  53024679        000000007fffffff  +ovf
A49509  cc3e66d9        fffffffffd06649c  rng
A49510  3f03c2c6        0000000000000000  rng
A49511  43bc0318        0000000000000178  rng
A49512  49118240        0000000000091824  rng
A49513  4e1f6630        0000000027d98c00  rng
A49514  55c5dba7        000000007fffffff  +ovf
A49515  55bf8519        000000007fffffff  +ovf
A49516  5392eb05        000000007fffffff  +ovf
A49517  cb7a1496        ffffffffff05eb6a  rng
A49518  bf095fb4        0000000000000000  rng
A49519  446b755c        00000000000003ad  rng
A49520  4aca09be        00000000006504df  rng
A49521  cd93a0fc        ffffffffed8be080  rng
A49522  565ea8d9        000000007fffffff  +ovf
A49523  52ff83ed        000000007fffffff  +ovf
A49524  522cf50b        000000007fffffff  +ovf
A49525  cad32009        ffffffffff966ffc  rng
A49526  409945df        0000000000000004  rng
A49527  43f32b78        00000000000001e6  rng
A49528  cae139ae        ffffffffff8f6329  rng
A49529  ce5023b6        ffffffffcbf71280  rng
A49530  53d8c8e4        000000007fffffff  +ovf
A49531  5482a9cb        000000007fffffff  +ovf
A49532  521eacf3        000000007fffffff  +ovf
A49533  cbbb3295        fffffffffe899ad6  rng
A49534  bf96be15        ffffffffffffffff  rng
A49535  43e32e8c        00000000000001c6  rng
A49536  ca916d0d        ffffffffffb7497a  rng
A49537  ce88d30d        ffffffffbb967980  rng
A49538  542a3a79        000000007fffffff  +ovf
A49539  549bb66d        000000007fffffff  +ovf
A49540  53de36f0        000000007fffffff  +ovf
A49541  4b8eaa87        00000000011d550e  rng
A49542  bf4fee8a        0000000000000000  rng
A49543  c27f7dd0        ffffffffffffffc1  rng
A49544  ca187196        ffffffffffd9e39b  rng
A49545  4e14b770        00000000252ddc00  rng
A49546  563b1af9        000000007fffffff  +ovf
A49547  55844fb8        000000007fffffff  +ovf
A49548  52c440c0        000000007fffffff  +ovf
A49549  4ad177a9        000000000068bbd4  rng
A49550  40844e34        0000000000000004  rng
A49551  446b08e6        00000000000003ac  rng
A49552  ca8b56aa        ffffffffffba54ab  rng
A49553  ce6bfe24        ffffffffc5007700  rng
A49554  56384335        000000007fffffff  +ovf
A49555  7fc00000        0000000000000000  NaN
A49556  5342521c        000000007fffffff  +ovf
A49557  4bb149c3        0000000001629386  rng
A49558  c002d099        fffffffffffffffe  rng
A49559  c2a8ff30        ffffffffffffffac  rng
A49560  4a4ca458        0000000000332916  rng
A49561  4ed65dba        000000006b2edd00  rng
A49562  55b27176        000000007fffffff  +ovf
A49563  563c2135        000000007fffffff  +ovf
A49564  550019c5        000000007fffffff  +ovf
A49565  4cbf2150        0000000005f90a80  rng
A49566  bf736aef        0000000000000000  rng
A49567  7f800000        000000007fffffff  Inf
A49568  4aac6b84        00000000005635c2  rng
A49569  ce76023a        ffffffffc27f7180  rng
A49570  5501df86        000000007fffffff  +ovf
A49571  4f46d1d4        000000007fffffff  +ovf
A49572  523b9de2        000000007fffffff  +ovf
A49573  4ace9168        00000000006748b4  rng
A49574  3d92eab2        0000000000000000  rng
A49575  43fe02cc        00000000000001fc  rng
A49576  cad41da8        ffffffffff95f12c  rng
A49577  ce505d3a        ffffffffcbe8b180  rng
A49578  5546e32a        000000007fffffff  +ovf
A49579  5649fff5        000000007fffffff  +ovf
A49580  5514f410        000000007fffffff  +ovf
A49581  4b69d23a        0000000000e9d23a  rng
A49582  40eb933b        0000000000000007  rng
A49583  430099e0        0000000000000080  rng
A49584  cab500ee        ffffffffffa57f89  rng
A49585  4ec66328        0000000063319400  rng
A49586  5651a641        000000007fffffff  +ovf
A49587  548424ae        000000007fffffff  +ovf
A49588  532c4019        000000007fffffff  +ovf
A49589  cbaf8797        fffffffffea0f0d2  rng
A49590  400dbe33        0000000000000002  rng
A49591  ff800000        ffffffff80000000  Inf
A49592  4a95a5d2        00000000004ad2e9  rng
A49593  4eaff1c0        0000000057f8e000  rng
A49594  551f9c0b        000000007fffffff  +ovf
A49595  55ec9447        000000007fffffff  +ovf
A49596  5332c242        000000007fffffff  +ovf
A49597  caa4d8b9        ffffffffffad93a4  rng
A49598  3da59b04        0000000000000000  rng
A49599  4381b500        0000000000000103  rng
A49600  ca88198c        ffffffffffbbf33a  rng
A49601  4d1d9fc0        0000000009d9fc00  rng
A49602  5614bdd4        000000007fffffff  +ovf
A49603  5347d1d4        000000007fffffff  +ovf
A49604  53d90a39        000000007fffffff  +ovf
A49605  4b6cf1f3        0000000000ecf1f3  rng
A49606  3edff85b        0000000000000000  rng
A49607  43892230        0000000000000112  rng
A49608  7fc00000        0000000000000000  NaN
A49609  4e3a9c7c        000000002ea71f00  rng
A49610  5531a518        000000007fffffff  +ovf
A49611  562494d0        000000007fffffff  +ovf
A49612  5222e499        000000007fffffff  +ovf
A49613  cade51c8        ffffffffff90d71c  rng
A49614  40099c0d        0000000000000002  rng
A49615  c3c62188        fffffffffffffe74  rng
A49616  caf1b2c2        ffffffffff87269f  rng
A49617  cd848df4        ffffffffef6e4180  rng
A49618  519f33f4        000000007fffffff  +ovf
A49619  5518ba16        000000007fffffff  +ovf
A49620  532d5972        000000007fffffff  +ovf
A49621  4b3dbb65        0000000000bdbb65  rng
A49622  bdb309c7        0000000000000000  rng
A49623  c46e3fa4        fffffffffffffc48  rng
A49624  49f4dcb8        00000000001e9b97  rng
A49625  ce2af55a        ffffffffd542a980  rng
A49626  5633e281        000000007fffffff  +ovf
A49627  5475bde1        000000007fffffff  +ovf
A49628  52a57406        000000007fffffff  +ovf
A49629  4b5a78ec        0000000000da78ec  rng
A49630  40a0a83d        0000000000000005  rng
A49631  c444c6ac        fffffffffffffced  rng
A49632  4ace0cb8        000000000067065c  rng
A49633  ceb9fae6        ffffffffa3028d00  rng
A49634  55b020a6        000000007fffffff  +ovf
A49635  554d8742        000000007fffffff  +ovf
A49636  5363ecac        000000007fffffff  +ovf
A49637  4cc8429d        00000000064214e8  rng
A49638  bffad9e5        ffffffffffffffff  rng
A49639  43af6adc        000000000000015e  rng
A49640  cab87a6c        ffffffffffa3c2ca  rng
A49641  4eccf3e4        000000006679f200  rng
A49642  55b63cee        000000007fffffff  +ovf
A49643  541f14b0        000000007fffffff  +ovf
A49644  52d0fd9e        000000007fffffff  +ovf
A49645  cc4fda85        fffffffffcc095ec  rng
A49646  bf8cde86        ffffffffffffffff  rng
A49647  c3862104        fffffffffffffef4  rng
A49648  4a39a348        00000000002e68d2  rng
A49649  ceb193b8        ffffffffa7362400  rng
A49650  5606ab0b        000000007fffffff  +ovf
A49651  54fce159        000000007fffffff  +ovf
A49652  52cace45        000000007fffffff  +ovf
A49653  49b0bb78        000000000016176f  rng
A49654  c01132ce        fffffffffffffffe  rng
A49655  c417e7ec        fffffffffffffda1  rng
A49656  ca420a34        ffffffffffcf7d73  rng
A49657  ce0f73e8        ffffffffdc230600  rng
A49658  564b76f0        000000007fffffff  +ovf
A49659  55adc1b8        000000007fffffff  +ovf
A49660  53df92c0        000000007fffffff  +ovf
A49661  7fc00000        0000000000000000  NaN
A49662  bf5406b9        0000000000000000  rng
A49663  440e7f14        0000000000000239  rng
A49664  7f800000        000000007fffffff  Inf
A49665  cb259600        ffffffffff5a6a00  rng
A49666  562cee0d        000000007fffffff  +ovf
A49667  52c8ec36        000000007fffffff  +ovf
A49668  52113579        000000007fffffff  +ovf
A49669  4ae3dc26        000000000071ee13  rng
A49670  3f4ad57e        0000000000000000  rng
A49671  4411bd6c        0000000000000246  rng
A49672  4a13acb8        000000000024eb2e  rng
A49673  4ed2a6ae        0000000069535700  rng
A49674  55bcf6da        000000007fffffff  +ovf
A49675  562f7e1a        000000007fffffff  +ovf
A49676  5331082a        000000007fffffff  +ovf
A49677  cb6ccb88        ffffffffff133478  rng
A49678  bf2ba954        0000000000000000  rng
A49679  432284c0        00000000000000a2  rng
A49680  ca924c42        ffffffffffb6d9df  rng
A49681  4e6d0514        000000003b414500  rng
A49682  4c8a889f        00000000045444f8  rng
A49683  55384c61        000000007fffffff  +ovf
A49684  5219bf08        000000007fffffff  +ovf
A49685  4cdcd05a        0000000006e682d0  rng
A49686  3fe82470        0000000000000001  rng
A49687  4287ba50        0000000000000043  rng
A49688  cadcb54c        ffffffffff91a55a  rng
A49689  cdabb2b8        ffffffffea89a900  rng
A49690  54a5ec8b        000000007fffffff  +ovf
A49691  52a26c7e        000000007fffffff  +ovf
A49692  ff800000        ffffffff80000000  Inf
A49693  cb241f43        ffffffffff5be0bd  rng
A49694  bf518702        0000000000000000  rng
A49695  4417a2be        000000000000025e  rng
A49696  49342960        00000000000b4296  rng
A49697  cd956678        ffffffffed533100  rng
A49698  53945e3e        000000007fffffff  +ovf
A49699  56509c5d        000000007fffffff  +ovf
A49700  532cffd7        000000007fffffff  +ovf
A49701  4af30886        0000000000798443  rng
A49702  bf0b6549        0000000000000000  rng
A49703  42147ca0        0000000000000025  rng
A49704  4a4e00e8        000000000033803a  rng
A49705  4dbb4258        0000000017684b00  rng
A49706  550cd5e1        000000007fffffff  +ovf
A49707  52f7ed4c        000000007fffffff  +ovf
A49708  5510e641        000000007fffffff  +ovf
A49709  4b01310a        000000000081310a  rng
A49710  3f024afa        0000000000000000  rng
A49711  43adfb58        000000000000015b  rng
A49712  4a88c276        000000000044613b  rng
A49713  4efbb1a0        000000007dd8d000  rng
A49714  7fc00000        0000000000000000  NaN
A49715  54fec99b        000000007fffffff  +ovf
A49716  53e961d5        000000007fffffff  +ovf
A49717  4bcdaee5        00000000019b5dca  rng
A49718  bf505b23        0000000000000000  rng
A49719  42ea7b10        0000000000000075  rng
A49720  cae6fc2c        ffffffffff8c81ea  rng
A49721  ce925c2c        ffffffffb6d1ea00  rng
A49722  5642e400        000000007fffffff  +ovf
A49723  56237a16        000000007fffffff  +ovf
A49724  53430b8b        000000007fffffff  +ovf
A49725  4afa0a69        00000000007d0534  rng
A49726  beaf6281        0000000000000000  rng
A49727  444b8044        000000000000032e  rng
A49728  48f18be0        0000000000078c5f  rng
A49729  ce75396c        ffffffffc2b1a500  rng
A49730  55868256        000000007fffffff  +ovf
A49731  55c1112f        000000007fffffff  +ovf
A49732  53c1fd69        000000007fffffff  +ovf
A49733  cbd1ddd0        fffffffffe5c4460  rng
A49734  4144df1d        000000000000000c  rng
A49735  c42447f4        fffffffffffffd6f  rng
A49736  4a87d562        000000000043eab1  rng
A49737  ce82ef54        ffffffffbe885600  rng
A49738  53b9cd00        000000007fffffff  +ovf
A49739  5512304a        000000007fffffff  +ovf
A49740  52a7479b        000000007fffffff  +ovf
A49741  cc479255        fffffffffce1b6ac  rng
A49742  bf36fae6        0000000000000000  rng
A49743  4382e550        0000000000000105  rng
A49744  ca68a166        ffffffffffc5d7a7  rng
A49745  ced86bf6        ffffffff93ca0500  rng
A49746  550aa227        000000007fffffff  +ovf
A49747  56017b63        000000007fffffff  +ovf
A49748  522f29ee        000000007fffffff  +ovf
A49749  4b312750        0000000000b12750  rng
A49750  bfdd6eb2        ffffffffffffffff  rng
A49751  410244c0        0000000000000008  rng
A49752  caefcd23        ffffffffff88196f  rng
A49753  ce213aac        ffffffffd7b15500  rng
A49754  55a67d36        000000007fffffff  +ovf
A49755  561661bd        000000007fffffff  +ovf
A49756  5490a68f        000000007fffffff  +ovf
A49757  4cad649c        00000000056b24e0  rng
A49758  404abff4        0000000000000003  rng
A49759  444ea234        000000000000033a  rng
A49760  ca9abdf2        ffffffffffb2a107  rng
A49761  7f800000        000000007fffffff  Inf
A49762  547edf66        000000007fffffff  +ovf
A49763  525d0b30        000000007fffffff  +ovf
A49764  5332fb2c        000000007fffffff  +ovf
A49765  4b9f0e67        00000000013e1cce  rng
A49766  3eb4f55a        0000000000000000  rng
A49767  7fc00000        0000000000000000  NaN
A49768  ca3b445c        ffffffffffd12ee9  rng
A49769  4f01cbaa        000000007fffffff  +ovf
A49770  559b6e44        000000007fffffff  +ovf
A49771  5640ce06        000000007fffffff  +ovf
A49772  547c5b7a        000000007fffffff  +ovf
A49773  49a72ff3        000000000014e5fe  rng
A49774  c1859400        fffffffffffffff0  rng
A49775  42fca3e0        000000000000007e  rng
A49776  ca94bb1e        ffffffffffb5a271  rng
A49777  ceab8eb4        ffffffffaa38a600  rng
A49778  56251d78        000000007fffffff  +ovf
A49779  54833586        000000007fffffff  +ovf
A49780  53074cc2        000000007fffffff  +ovf
A49781  cb067526        ffffffffff798ada  rng
A49782  3fa331b5        0000000000000001  rng
A49783  4409072e        0000000000000224  rng
A49784  c81ee3e0        fffffffffffd8471  rng
A49785  cecbd274        ffffffff9a16c600  rng
A49786  550710c3        000000007fffffff  +ovf
A49787  5527a30d        000000007fffffff  +ovf
A49788  55f2b38b        000000007fffffff  +ovf
A49789  cafc759b        ffffffffff81c533  rng
A49790  bf513fdc        0000000000000000  rng
A49791  c40e9122        fffffffffffffdc6  rng
A49792  4a4a2334        00000000003288cd  rng
A49793  ff800000        ffffffff80000000  Inf
A49794  54a49be5        000000007fffffff  +ovf
A49795  54b3dbdd        000000007fffffff  +ovf
A49796  52fa5206        000000007fffffff  +ovf
A49797  ca10fa51        ffffffffffdbc16c  rng
A49798  bfae3d07        ffffffffffffffff  rng
A49799  c45505ba        fffffffffffffcac  rng
A49800  caa71dcc        ffffffffffac711a  rng
A49801  ce39fbee        ffffffffd1810480  rng
A49802  564a5da0        000000007fffffff  +ovf
A49803  55d2e2de        000000007fffffff  +ovf
A49804  5379a58f        000000007fffffff  +ovf
A49805  4b33e148        0000000000b3e148  rng
A49806  3e91e82c        0000000000000000  rng
A49807  4454be9e        0000000000000352  rng
A49808  4ab3c71a        000000000059e38d  rng
A49809  4f0199d4        000000007fffffff  +ovf
A49810  550b1992        000000007fffffff  +ovf
A49811  560a750e        000000007fffffff  +ovf
A49812  53c27788        000000007fffffff  +ovf
A49813  4da8917d        0000000015122fa0  rng
A49814  bf57a187        0000000000000000  rng
A49815  44504ae0        0000000000000341  rng
A49816  4aa1fd8c        000000000050fec6  rng
A49817  cee6d860        ffffffff8c93d000  rng
A49818  520325e1        000000007fffffff  +ovf
A49819  550f0435        000000007fffffff  +ovf
A49820  7fc00000        0000000000000000  NaN
A49821  ca2d0419        ffffffffffd4befa  rng
A49822  3fc3161e        0000000000000001  rng
A49823  42bcbca0        000000000000005e  rng
A49824  cabef82b        ffffffffffa083eb  rng
A49825  cde98204        ffffffffe2cfbf80  rng
A49826  5632aba3        000000007fffffff  +ovf
A49827  5401137e        000000007fffffff  +ovf
A49828  5082f657        000000007fffffff  +ovf
A49829  ca2174be        ffffffffffd7a2d1  rng
A49830  3f175a95        0000000000000000  rng
A49831  c448ea7c        fffffffffffffcdd  rng
A49832  cacfac40        ffffffffff9829e0  rng
A49833  4efaced4        000000007d676a00  rng
A49834  54ad56d0        000000007fffffff  +ovf
A49835  54db5b92        000000007fffffff  +ovf
A49836  52b748e1        000000007fffffff  +ovf
A49837  c9090a4d        fffffffffff76f5c  rng
A49838  beacd189        0000000000000000  rng
A49839  c446e970        fffffffffffffce5  rng
A49840  c8ad7070        fffffffffffa947d  rng
A49841  4e96cafa        000000004b657d00  rng
A49842  5630355a        000000007fffffff  +ovf
A49843  51b9d63a        000000007fffffff  +ovf
A49844  5446ff4b        000000007fffffff  +ovf
A49845  49ba52f0        0000000000174a5e  rng
A49846  bfdd7a9b        ffffffffffffffff  rng
A49847  c4012556        fffffffffffffdfc  rng
A49848  4acf91fc        000000000067c8fe  rng
A49849  4ec21c58        00000000610e2c00  rng
A49850  4c809e71        000000000404f388  rng
A49851  551cd65f        000000007fffffff  +ovf
A49852  53a91df2        000000007fffffff  +ovf
A49853  4a996e5b        00000000004cb72d  rng
A49854  bf2f5ced        0000000000000000  rng
A49855  c4309ee2        fffffffffffffd3e  rng
A49856  4a9720b2        00000000004b9059  rng
A49857  ce28bb30        ffffffffd5d13400  rng
A49858  7f800000        000000007fffffff  Inf
A49859  55921d22        000000007fffffff  +ovf
A49860  551d2fdf        000000007fffffff  +ovf
A49861  cb2c6921        ffffffffff5396df  rng
A49862  bfa033f5        ffffffffffffffff  rng
A49863  c42ad266        fffffffffffffd55  rng
A49864  494dcab0        00000000000cdcab  rng
A49865  4e808aee        0000000040457700  rng
A49866  54d4ade4        000000007fffffff  +ovf
A49867  54e05278        000000007fffffff  +ovf
A49868  5309115f        000000007fffffff  +ovf
A49869  4b46986a        0000000000c6986a  rng
A49870  bee27740        0000000000000000  rng
A49871  44563298        0000000000000358  rng
A49872  4ae2fcc4        0000000000717e62  rng
A49873  7fc00000        0000000000000000  NaN
A49874  5594a7f3        000000007fffffff  +ovf
A49875  512218f4        000000007fffffff  +ovf
A49876  53d318ad        000000007fffffff  +ovf
A49877  4a603a17        0000000000380e85  rng
A49878  c0b3928c        fffffffffffffffb  rng
A49879  44539d42        000000000000034e  rng
A49880  4aee0fc4        00000000007707e2  rng
A49881  4e101c9c        0000000024072700  rng
A49882  518992c0        000000007fffffff  +ovf
A49883  536f2fc8        000000007fffffff  +ovf
A49884  5472be48        000000007fffffff  +ovf
A49885  4b8a918e        000000000115231c  rng
A49886  3e23745c        0000000000000000  rng
A49887  c4467308        fffffffffffffce7  rng
A49888  493a3270        00000000000ba327  rng
A49889  4ef5b384        000000007ad9c200  rng
A49890  54507831        000000007fffffff  +ovf
A49891  5641f9dc        000000007fffffff  +ovf
A49892  52a1c12e        000000007fffffff  +ovf
A49893  4a886868        0000000000443434  rng
A49894  ff800000        ffffffff80000000  Inf
A49895  44489d8a        0000000000000322  rng
A49896  4ab4aa92        00000000005a5549  rng
A49897  4d9b0030        0000000013600600  rng
A49898  548a9ad6        000000007fffffff  +ovf
A49899  5606f83d        000000007fffffff  +ovf
A49900  516befce        000000007fffffff  +ovf
A49901  c9c4a0dd        ffffffffffe76be5  rng
A49902  3f5525cc        0000000000000000  rng
A49903  c3edf7ea        fffffffffffffe25  rng
A49904  4a690188        00000000003a4062  rng
A49905  4e3c34c8        000000002f0d3200  rng
A49906  565d6128        000000007fffffff  +ovf
A49907  52948114        000000007fffffff  +ovf
A49908  533e5b95        000000007fffffff  +ovf
A49909  c98baee6        ffffffffffee8a24  rng
A49910  bf995eae        ffffffffffffffff  rng
A49911  442e001a        00000000000002b8  rng
A49912  4aa188e8        000000000050c474  rng
A49913  4ef57710        000000007abb8800  rng
A49914  53df23fe        000000007fffffff  +ovf
A49915  554525d7        000000007fffffff  +ovf
A49916  542f909a        000000007fffffff  +ovf
A49917  4c15d822        0000000002576088  rng
A49918  c05cfc23        fffffffffffffffd  rng
A49919  4454d526        0000000000000353  rng
A49920  ca1baae8        ffffffffffd91546  rng
A49921  4eb2fba0        00000000597dd000  rng
A49922  55aedbcb        000000007fffffff  +ovf
A49923  562a988d        000000007fffffff  +ovf
A49924  542f6935        000000007fffffff  +ovf
A49925  cb4d3e00        ffffffffff32c200  rng
A49926  7fc00000        0000000000000000  NaN
A49927  445a67f8        0000000000000369  rng
A49928  c9414f38        fffffffffff3eb0d  rng
A49929  4de009e8        000000001c013d00  rng
A49930  564851f9        000000007fffffff  +ovf
A49931  54074545        000000007fffffff  +ovf
A49932  52905862        000000007fffffff  +ovf
A49933  4bbe29c6        00000000017c538c  rng
A49934  40026160        0000000000000002  rng
