# SECTION A — collision-realistic float->int conversion sweep (60000 inputs)
# idx  in(hex)         scalar_out(hex16)   class
A634    56042707        000000007fffffff  +ovf
A635    556a6644        000000007fffffff  +ovf
A636    7fc00000        0000000000000000  NaN
A637    cb12547b        ffffffffff6dab85  rng
A638    bf845ace        ffffffffffffffff  rng
A639    41aa8d60        0000000000000015  rng
A640    4a5a13ac        00000000003684eb  rng
A641    4eeed552        00000000776aa900  rng
A642    559888fc        000000007fffffff  +ovf
A643    55d1f4ba        000000007fffffff  +ovf
A644    5389738c        000000007fffffff  +ovf
A645    c8f0dff3        fffffffffff87901  rng
A646    3f7f442f        0000000000000000  rng
A647    c2aa03b8        ffffffffffffffab  rng
A648    4add3312        00000000006e9989  rng
A649    4e89782c        0000000044bc1600  rng
A650    55fc2ea8        000000007fffffff  +ovf
A651    566884d3        000000007fffffff  +ovf
A652    528bfcf5        000000007fffffff  +ovf
A653    ca551090        ffffffffffcabbdc  rng
A654    3e835abb        0000000000000000  rng
A655    c39cb946        fffffffffffffec7  rng
A656    4a810942        00000000004084a1  rng
A657    ce2a9af2        ffffffffd5594380  rng
A658    55b49e61        000000007fffffff  +ovf
A659    5499c4cd        000000007fffffff  +ovf
A660    55204996        000000007fffffff  +ovf
A661    4b3e1233        0000000000be1233  rng
A662    bf8fef28        ffffffffffffffff  rng
A663    444d0f1a        0000000000000334  rng
A664    cab6d01f        ffffffffffa497f1  rng
A665    4e15f10c        00000000257c4300  rng
A666    55008b50        000000007fffffff  +ovf
A667    54ac5e34        000000007fffffff  +ovf
A668    5306f3ae        000000007fffffff  +ovf
A669    4b8de07d        00000000011bc0fa  rng
A670    3f90f391        0000000000000001  rng
A671    438b1664        0000000000000116  rng
A672    ca2e2556        ffffffffffd476ab  rng
A673    4ec4af52        000000006257a900  rng
A674    54283013        000000007fffffff  +ovf
A675    54a58e9f        000000007fffffff  +ovf
A676    5459859c        000000007fffffff  +ovf
A677    ca4c8de0        ffffffffffccdc88  rng
A678    3ff656f8        0000000000000001  rng
A679    7f800000        000000007fffffff  Inf
A680    4a913c32        0000000000489e19  rng
A681    cddcb8a4        ffffffffe468eb80  rng
A682    5508b109        000000007fffffff  +ovf
A683    552a3ee8        000000007fffffff  +ovf
A684    548fa91a        000000007fffffff  +ovf
A685    4abf1aec        00000000005f8d76  rng
A686    bf74f0f3        0000000000000000  rng
A687    444a6602        0000000000000329  rng
A688    cad73459        ffffffffff9465d4  rng
A689    7fc00000        0000000000000000  NaN
A690    556fdc4a        000000007fffffff  +ovf
A691    54b6ecdf        000000007fffffff  +ovf
A692    53d333df        000000007fffffff  +ovf
A693    cd880f00        ffffffffeefe2000  rng
A694    3e9625d5        0000000000000000  rng
A695    445d217a        0000000000000374  rng
A696    ca292504        ffffffffffd5b6bf  rng
A697    cef5dfaf        ffffffff85102880  rng
A698    564dc90f        000000007fffffff  +ovf
A699    52b84ddb        000000007fffffff  +ovf
A700    53a16d0c        000000007fffffff  +ovf
A701    ca64ec26        ffffffffffc6c4f7  rng
A702    3f7c5233        0000000000000000  rng
A703    c369005c        ffffffffffffff17  rng
A704    ca3f8d46        ffffffffffd01caf  rng
A705    ce8c49ab        ffffffffb9db2a80  rng
A706    54f919b3        000000007fffffff  +ovf
A707    ff800000        ffffffff80000000  Inf
A708    5341ea51        000000007fffffff  +ovf
A709    4b9e031b        00000000013c0636  rng
A710    bf7ebd86        0000000000000000  rng
A711    c447e640        fffffffffffffce1  rng
A712    4ab2cf72        00000000005967b9  rng
A713    4b234c00        0000000000a34c00  rng
A714    5603f8c2        000000007fffffff  +ovf
A715    50e690fa        000000007fffffff  +ovf
A716    5255feac        000000007fffffff  +ovf
A717    cb0175ec        ffffffffff7e8a14  rng
A718    c0338967        fffffffffffffffe  rng
A719    440b127a        000000000000022c  rng
A720    c96072d8        fffffffffff1f8d3  rng
A721    4e6c68a4        000000003b1a2900  rng
A722    54c37d87        000000007fffffff  +ovf
A723    5373dbb2        000000007fffffff  +ovf
A724    52f304d4        000000007fffffff  +ovf
A725    4abd0f0e        00000000005e8787  rng
A726    bfacf7ee        ffffffffffffffff  rng
A727    44358bba        00000000000002d6  rng
A728    49d81118        00000000001b0223  rng
A729    ceb640b3        ffffffffa4dfa680  rng
A730    55715f31        000000007fffffff  +ovf
A731    556c04b8        000000007fffffff  +ovf
A732    536dfd10        000000007fffffff  +ovf
A733    4bbdb147        00000000017b628e  rng
A734    bed0dfa8        0000000000000000  rng
A735    4465206e        0000000000000394  rng
A736    4af2fd14        0000000000797e8a  rng
A737    cef7d49f        ffffffff8415b080  rng
A738    55dd0764        000000007fffffff  +ovf
A739    54a1d185        000000007fffffff  +ovf
A740    529e26cf        000000007fffffff  +ovf
A741    c97a931c        fffffffffff056cf  rng
A742    7fc00000        0000000000000000  NaN
A743    c40bc8f2        fffffffffffffdd1  rng
A744    4a979798        00000000004bcbcc  rng
A745    4e2383c4        0000000028e0f100  rng
A746    52c43e83        000000007fffffff  +ovf
A747    517bc9f8        000000007fffffff  +ovf
A748    5454c2c5        000000007fffffff  +ovf
A749    4b9ea5fe        00000000013d4bfc  rng
A750    ba18d0d5        0000000000000000  rng
A751    430a03a0        000000000000008a  rng
A752    cae012dd        ffffffffff8ff692  rng
A753    4ecccabe        0000000066655f00  rng
A754    557fb715        000000007fffffff  +ovf
A755    5238596d        000000007fffffff  +ovf
A756    53e9a8c7        000000007fffffff  +ovf
A757    4f269c98        000000007fffffff  +ovf
A758    3f13d917        0000000000000000  rng
A759    4407ba0c        000000000000021e  rng
A760    ca969706        ffffffffffb4b47d  rng
A761    4e8a7448        00000000453a2400  rng
A762    55f1f0a9        000000007fffffff  +ovf
A763    4f978dfd        000000007fffffff  +ovf
A764    542215bb        000000007fffffff  +ovf
A765    4bfab8af        0000000001f5715e  rng
A766    c2a0d2b6        ffffffffffffffb0  rng
A767    43adeca8        000000000000015b  rng
A768    c9bffd20        ffffffffffe8005c  rng
A769    4eee2ada        0000000077156d00  rng
A770    537c711a        000000007fffffff  +ovf
A771    54b7b48e        000000007fffffff  +ovf
A772    55801374        000000007fffffff  +ovf
A773    cb22811c        ffffffffff5d7ee4  rng
A774    be778fe4        0000000000000000  rng
A775    4413a44a        000000000000024e  rng
A776    7f800000        000000007fffffff  Inf
A777    ce21a5ee        ffffffffd7968480  rng
A778    54ae1020        000000007fffffff  +ovf
A779    53201000        000000007fffffff  +ovf
A780    536a208f        000000007fffffff  +ovf
A781    cb09afa8        ffffffffff765058  rng
A782    3dd37b02        0000000000000000  rng
A783    4408925a        0000000000000222  rng
A784    49cafb88        0000000000195f71  rng
A785    4e6826cc        000000003a09b300  rng
A786    551662c5        000000007fffffff  +ovf
A787    555b4586        000000007fffffff  +ovf
A788    54c326b3        000000007fffffff  +ovf
A789    cb5d67a8        ffffffffff229858  rng
A790    3ebc0d63        0000000000000000  rng
A791    c3851c2e        fffffffffffffef6  rng
A792    ca874e18        ffffffffffbc58f4  rng
A793    4e6bb7d4        000000003aedf500  rng
A794    55b1c43a        000000007fffffff  +ovf
A795    7fc00000        0000000000000000  NaN
A796    518011f6        000000007fffffff  +ovf
A797    4b401ee4        0000000000c01ee4  rng
A798    3f89398c        0000000000000001  rng
A799    c39ca486        fffffffffffffec7  rng
A800    ca221360        ffffffffffd77b28  rng
A801    ceb50a34        ffffffffa57ae600  rng
A802    56610423        000000007fffffff  +ovf
A803    5594d3cb        000000007fffffff  +ovf
A804    52c3e992        000000007fffffff  +ovf
A805    cb998153        fffffffffeccfd5a  rng
A806    3ec93c90        0000000000000000  rng
A807    c3b4206e        fffffffffffffe98  rng
A808    ff800000        ffffffff80000000  Inf
A809    4e5694d8        0000000035a53600  rng
A810    55c2ee1a        000000007fffffff  +ovf
A811    5663a588        000000007fffffff  +ovf
A812    53a7b880        000000007fffffff  +ovf
A813    4b9f9d14        00000000013f3a28  rng
A814    c0004d28        fffffffffffffffe  rng
A815    c44e1222        fffffffffffffcc8  rng
A816    caa12ee1        ffffffffffaf6890  rng
A817    ce139824        ffffffffdb19f700  rng
A818    5517cc0c        000000007fffffff  +ovf
A819    54d79673        000000007fffffff  +ovf
A820    5486d05a        000000007fffffff  +ovf
A821    4b29e3c3        0000000000a9e3c3  rng
A822    c0205e47        fffffffffffffffe  rng
A823    c3b5b9d0        fffffffffffffe95  rng
A824    c9b5beb4        ffffffffffe9482a  rng
A825    cc0c5c40        fffffffffdce8f00  rng
A826    541528de        000000007fffffff  +ovf
A827    56479322        000000007fffffff  +ovf
A828    534717e4        000000007fffffff  +ovf
A829    cb286635        ffffffffff5799cb  rng
A830    bfdab9b6        ffffffffffffffff  rng
A831    c451afd2        fffffffffffffcba  rng
A832    4a9b25b2        00000000004d92d9  rng
A833    cf004886        ffffffff80000000  -ovf
A834    5528f098        000000007fffffff  +ovf
A835    5648fee5        000000007fffffff  +ovf
A836    4f106740        000000007fffffff  +ovf
A837    caa5600e        ffffffffffad4ff9  rng
A838    412fbe25        000000000000000a  rng
A839    442cf278        00000000000002b3  rng
A840    4a18d9ec        000000000026367b  rng
A841    ceab1da5        ffffffffaa712d80  rng
A842    55daf998        000000007fffffff  +ovf
A843    55db5961        000000007fffffff  +ovf
A844    53c2da84        000000007fffffff  +ovf
A845    4a30c629        00000000002c318a  rng
A846    bfcac573        ffffffffffffffff  rng
A847    43072b50        0000000000000087  rng
A848    7fc00000        0000000000000000  NaN
A849    4e3ea7f4        000000002fa9fd00  rng
A850    56069cb5        000000007fffffff  +ovf
A851    555514ce        000000007fffffff  +ovf
A852    5328771a        000000007fffffff  +ovf
A853    cb313a00        ffffffffff4ec600  rng
A854    bf411f08        0000000000000000  rng
A855    44697e76        00000000000003a5  rng
A856    cae2548a        ffffffffff8ed5bb  rng
A857    cefab03b        ffffffff82a7e280  rng
A858    5592af52        000000007fffffff  +ovf
A859    54958819        000000007fffffff  +ovf
A860    541d31eb        000000007fffffff  +ovf
A861    4cb06117        00000000058308b8  rng
A862    3e263099        0000000000000000  rng
A863    c3c92e56        fffffffffffffe6e  rng
A864    cacd150c        ffffffffff99757a  rng
A865    4e7fa240        000000003fe89000  rng
A866    565d704b        000000007fffffff  +ovf
A867    557801ff        000000007fffffff  +ovf
A868    539312cf        000000007fffffff  +ovf
A869    c92a2cfa        fffffffffff55d31  rng
A870    3ed9b7e9        0000000000000000  rng
A871    c3cf4db6        fffffffffffffe62  rng
A872    4ae8bcd6        0000000000745e6b  rng
A873    7f800000        000000007fffffff  Inf
A874    54637773        000000007fffffff  +ovf
A875    5522aee2        000000007fffffff  +ovf
A876    52c0480c        000000007fffffff  +ovf
A877    4c822d63        0000000004116b18  rng
A878    bf895713        ffffffffffffffff  rng
A879    42daa600        000000000000006d  rng
A880    ca50ece4        ffffffffffcbc4c7  rng
A881    4c850c80        0000000004286400  rng
A882    56484ec7        000000007fffffff  +ovf
A883    5538ba8c        000000007fffffff  +ovf
A884    52a6dc76        000000007fffffff  +ovf
A885    cc16e5d8        fffffffffda468a0  rng
A886    3fa47bf4        0000000000000001  rng
A887    44738fba        00000000000003ce  rng
A888    49ea9148        00000000001d5229  rng
A889    4ed79506        000000006bca8300  rng
A890    55a38292        000000007fffffff  +ovf
A891    50d5fa3d        000000007fffffff  +ovf
A892    5354619b        000000007fffffff  +ovf
A893    4b893265        00000000011264ca  rng
A894    3e586172        0000000000000000  rng
A895    445d5bae        0000000000000375  rng
A896    cae9498f        ffffffffff8b5b39  rng
A897    ce19f8ec        ffffffffd981c500  rng
A898    55b6ebaa        000000007fffffff  +ovf
A899    5622e759        000000007fffffff  +ovf
A900    539e8897        000000007fffffff  +ovf
A901    7fc00000        0000000000000000  NaN
A902    bdde8bd3        0000000000000000  rng
A903    c391e620        fffffffffffffedd  rng
A904    49c03e80        00000000001807d0  rng
A905    ce777ef0        ffffffffc2204400  rng
A906    55aa8e09        000000007fffffff  +ovf
A907    5601dc3f        000000007fffffff  +ovf
A908    53128224        000000007fffffff  +ovf
A909    ff800000        ffffffff80000000  Inf
A910    bf547f96        0000000000000000  rng
A911    44203376        0000000000000280  rng
A912    4ac1fa8a        000000000060fd45  rng
A913    ced908e2        ffffffff937b8f00  rng
A914    563fbee3        000000007fffffff  +ovf
A915    55daa34b        000000007fffffff  +ovf
A916    529f05d5        000000007fffffff  +ovf
A917    4bb9c138        0000000001738270  rng
A918    bf8db3aa        ffffffffffffffff  rng
A919    4384d9a4        0000000000000109  rng
A920    cab338e6        ffffffffffa6638d  rng
A921    4eca5082        0000000065284100  rng
A922    562fc019        000000007fffffff  +ovf
A923    565c7e72        000000007fffffff  +ovf
A924    552d395b        000000007fffffff  +ovf
A925    4b5de6af        0000000000dde6af  rng
A926    bf158f0f        0000000000000000  rng
A927    c3eee54a        fffffffffffffe23  rng
A928    4aee280c        0000000000771406  rng
A929    cef275ae        ffffffff86c52900  rng
A930    538199ba        000000007fffffff  +ovf
A931    563537d5        000000007fffffff  +ovf
A932    5318bcab        000000007fffffff  +ovf
A933    cd0a1e65        fffffffff75e19b0  rng
A934    3fba91b6        0000000000000001  rng
A935    c44e9e49        fffffffffffffcc6  rng
A936    ca8bb752        ffffffffffba2457  rng
A937    4e1871b4        00000000261c6d00  rng
A938    5627b7eb        000000007fffffff  +ovf
A939    532638b6        000000007fffffff  +ovf
A940    52bc1cb4        000000007fffffff  +ovf
A941    cb0c0dbb        ffffffffff73f245  rng
A942    bfc3af8b        ffffffffffffffff  rng
A943    c438a5e0        fffffffffffffd1e  rng
A944    4ab5a822        00000000005ad411  rng
A945    4ed8bb06        000000006c5d8300  rng
A946    555a7998        000000007fffffff  +ovf
A947    52f9b85a        000000007fffffff  +ovf
A948    538e1ff5        000000007fffffff  +ovf
A949    cb021566        ffffffffff7dea9a  rng
A950    c05eb68d        fffffffffffffffd  rng
A951    432bb710        00000000000000ab  rng
A952    c84fac20        fffffffffffcc150  rng
A953    cd576160        fffffffff289ea00  rng
A954    7fc00000        0000000000000000  NaN
A955    53d57ec0        000000007fffffff  +ovf
A956    52e3394b        000000007fffffff  +ovf
A957    4b052cea        0000000000852cea  rng
A958    c0824d51        fffffffffffffffc  rng
A959    c4519a45        fffffffffffffcba  rng
A960    ca0d6480        ffffffffffdca6e0  rng
A961    ceabaae0        ffffffffaa2a9000  rng
A962    5532f0ad        000000007fffffff  +ovf
A963    560703dd        000000007fffffff  +ovf
A964    5363c7eb        000000007fffffff  +ovf
A965    cb0a93b6        ffffffffff756c4a  rng
A966    bfdd86af        ffffffffffffffff  rng
A967    44734f52        00000000000003cd  rng
A968    499b06d0        00000000001360da  rng
A969    cec6f5ed        ffffffff9c850980  rng
A970    7f800000        000000007fffffff  Inf
