== ANALYSIS ==
-- distinct st= tags seen --
    397 st=
-- EGRAB / EGRAB-OFF / EGRAB-JUMP lines --
  edge-grab line count = 0
-- launch lines (|tv| > 150000) --
06-27 07:38:19.304 I/GK_STDOUT(24647): GLEDGE f=4298 st=other tr=-5070101.5,-170928.0,4121738.2 tv=4782.3,-163840.0,-4170.0 |tv|=163962.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.322 I/GK_STDOUT(24647): GLEDGE f=4299 st=other tr=-5070030.0,-173658.7,4121675.8 tv=4304.1,-163840.0,-3753.0 |tv|=163939.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.336 I/GK_STDOUT(24647): GLEDGE f=4300 st=other tr=-5069965.5,-176389.4,4121619.5 tv=3873.7,-163840.0,-3377.7 |tv|=163920.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.353 I/GK_STDOUT(24647): GLEDGE f=4301 st=other tr=-5069907.5,-179120.0,4121568.8 tv=3486.3,-163840.0,-3039.9 |tv|=163905.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.369 I/GK_STDOUT(24647): GLEDGE f=4302 st=other tr=-5069856.0,-181850.7,4121523.8 tv=3100.4,-163840.0,-2703.4 |tv|=163891.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.387 I/GK_STDOUT(24647): GLEDGE f=4303 st=other tr=-5069811.0,-184581.4,4121484.2 tv=2714.5,-163840.0,-2366.9 |tv|=163879.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.405 I/GK_STDOUT(24647): GLEDGE f=4304 st=other tr=-5069772.0,-187312.0,4121450.5 tv=2328.6,-163840.0,-2030.4 |tv|=163869.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.420 I/GK_STDOUT(24647): GLEDGE f=4305 st=other tr=-5069739.5,-190042.7,4121422.2 tv=1942.7,-163840.0,-1694.0 |tv|=163860.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.436 I/GK_STDOUT(24647): GLEDGE f=4306 st=other tr=-5069713.5,-192773.4,4121399.8 tv=1556.8,-163840.0,-1357.5 |tv|=163853.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.454 I/GK_STDOUT(24647): GLEDGE f=4307 st=other tr=-5069694.0,-195504.1,4121382.8 tv=1170.9,-163840.0,-1021.0 |tv|=163847.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.470 I/GK_STDOUT(24647): GLEDGE f=4308 st=other tr=-5069681.0,-198234.7,4121371.2 tv=785.0,-163840.0,-684.5 |tv|=163843.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.487 I/GK_STDOUT(24647): GLEDGE f=4309 st=other tr=-5069674.5,-200965.4,4121365.5 tv=399.1,-163840.0,-348.0 |tv|=163840.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.504 I/GK_STDOUT(24647): GLEDGE f=4310 st=other tr=-5069674.5,-203696.1,4121365.2 tv=13.2,-163840.0,-11.5 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.520 I/GK_STDOUT(24647): GLEDGE f=4311 st=other tr=-5069674.5,-206426.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.537 I/GK_STDOUT(24647): GLEDGE f=4312 st=other tr=-5069674.5,-209157.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.554 I/GK_STDOUT(24647): GLEDGE f=4313 st=other tr=-5069674.5,-211888.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.569 I/GK_STDOUT(24647): GLEDGE f=4314 st=other tr=-5069674.5,-214618.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.587 I/GK_STDOUT(24647): GLEDGE f=4315 st=other tr=-5069674.5,-217349.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.604 I/GK_STDOUT(24647): GLEDGE f=4316 st=other tr=-5069674.5,-220080.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.621 I/GK_STDOUT(24647): GLEDGE f=4317 st=other tr=-5069674.5,-222810.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.638 I/GK_STDOUT(24647): GLEDGE f=4318 st=other tr=-5069674.5,-225541.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.654 I/GK_STDOUT(24647): GLEDGE f=4319 st=other tr=-5069674.5,-228272.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.670 I/GK_STDOUT(24647): GLEDGE f=4320 st=other tr=-5069674.5,-231002.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.689 I/GK_STDOUT(24647): GLEDGE f=4321 st=other tr=-5069674.5,-233733.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.704 I/GK_STDOUT(24647): GLEDGE f=4322 st=other tr=-5069674.5,-236464.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.720 I/GK_STDOUT(24647): GLEDGE f=4323 st=other tr=-5069674.5,-239194.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.739 I/GK_STDOUT(24647): GLEDGE f=4324 st=other tr=-5069674.5,-241925.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.754 I/GK_STDOUT(24647): GLEDGE f=4325 st=other tr=-5069674.5,-244656.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.774 I/GK_STDOUT(24647): GLEDGE f=4326 st=other tr=-5069674.5,-247386.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.786 I/GK_STDOUT(24647): GLEDGE f=4327 st=other tr=-5069674.5,-250117.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.806 I/GK_STDOUT(24647): GLEDGE f=4328 st=other tr=-5069674.5,-252848.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.821 I/GK_STDOUT(24647): GLEDGE f=4329 st=other tr=-5069674.5,-255578.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.838 I/GK_STDOUT(24647): GLEDGE f=4330 st=other tr=-5069674.5,-258309.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.855 I/GK_STDOUT(24647): GLEDGE f=4331 st=other tr=-5069674.5,-261040.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.871 I/GK_STDOUT(24647): GLEDGE f=4332 st=other tr=-5069674.5,-263770.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.887 I/GK_STDOUT(24647): GLEDGE f=4333 st=other tr=-5069674.5,-266501.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.905 I/GK_STDOUT(24647): GLEDGE f=4334 st=other tr=-5069674.5,-269232.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.921 I/GK_STDOUT(24647): GLEDGE f=4335 st=other tr=-5069674.5,-271962.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.940 I/GK_STDOUT(24647): GLEDGE f=4336 st=other tr=-5069674.5,-274693.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.955 I/GK_STDOUT(24647): GLEDGE f=4337 st=other tr=-5069674.5,-277424.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.971 I/GK_STDOUT(24647): GLEDGE f=4338 st=other tr=-5069674.5,-280154.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.988 I/GK_STDOUT(24647): GLEDGE f=4339 st=other tr=-5069674.5,-282885.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.006 I/GK_STDOUT(24647): GLEDGE f=4340 st=other tr=-5069674.5,-285616.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.022 I/GK_STDOUT(24647): GLEDGE f=4341 st=other tr=-5069674.5,-288346.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.038 I/GK_STDOUT(24647): GLEDGE f=4342 st=other tr=-5069674.5,-291077.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.056 I/GK_STDOUT(24647): GLEDGE f=4343 st=other tr=-5069674.5,-293808.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.071 I/GK_STDOUT(24647): GLEDGE f=4344 st=other tr=-5069674.5,-296538.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.089 I/GK_STDOUT(24647): GLEDGE f=4345 st=other tr=-5069674.5,-299269.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.105 I/GK_STDOUT(24647): GLEDGE f=4346 st=other tr=-5069674.5,-302000.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.123 I/GK_STDOUT(24647): GLEDGE f=4347 st=other tr=-5069674.5,-304730.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.137 I/GK_STDOUT(24647): GLEDGE f=4348 st=other tr=-5069674.5,-307461.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.156 I/GK_STDOUT(24647): GLEDGE f=4349 st=other tr=-5069674.5,-310192.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.172 I/GK_STDOUT(24647): GLEDGE f=4350 st=other tr=-5069674.5,-312922.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.188 I/GK_STDOUT(24647): GLEDGE f=4351 st=other tr=-5069674.5,-315653.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.206 I/GK_STDOUT(24647): GLEDGE f=4352 st=other tr=-5069674.5,-318384.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.222 I/GK_STDOUT(24647): GLEDGE f=4353 st=other tr=-5069674.5,-321114.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.239 I/GK_STDOUT(24647): GLEDGE f=4354 st=other tr=-5069674.5,-323845.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.257 I/GK_STDOUT(24647): GLEDGE f=4355 st=other tr=-5069674.5,-326575.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.272 I/GK_STDOUT(24647): GLEDGE f=4356 st=other tr=-5069674.5,-329306.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.289 I/GK_STDOUT(24647): GLEDGE f=4357 st=other tr=-5069674.5,-332037.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.305 I/GK_STDOUT(24647): GLEDGE f=4358 st=other tr=-5069674.5,-334767.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.321 I/GK_STDOUT(24647): GLEDGE f=4359 st=other tr=-5069674.5,-337498.6,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.338 I/GK_STDOUT(24647): GLEDGE f=4360 st=other tr=-5069674.5,-340229.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.357 I/GK_STDOUT(24647): GLEDGE f=4361 st=other tr=-5069674.5,-342959.9,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.373 I/GK_STDOUT(24647): GLEDGE f=4362 st=other tr=-5069674.5,-345690.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.388 I/GK_STDOUT(24647): GLEDGE f=4363 st=other tr=-5069674.5,-348421.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.406 I/GK_STDOUT(24647): GLEDGE f=4364 st=other tr=-5069674.5,-351151.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.422 I/GK_STDOUT(24647): GLEDGE f=4365 st=other tr=-5069674.5,-353882.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.439 I/GK_STDOUT(24647): GLEDGE f=4366 st=other tr=-5069674.5,-356613.2,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.457 I/GK_STDOUT(24647): GLEDGE f=4367 st=other tr=-5069674.5,-359343.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.472 I/GK_STDOUT(24647): GLEDGE f=4368 st=other tr=-5069674.5,-362074.5,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.488 I/GK_STDOUT(24647): GLEDGE f=4369 st=other tr=-5069674.5,-364805.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.506 I/GK_STDOUT(24647): GLEDGE f=4370 st=other tr=-5069674.5,-367535.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.523 I/GK_STDOUT(24647): GLEDGE f=4371 st=other tr=-5069674.5,-370266.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.539 I/GK_STDOUT(24647): GLEDGE f=4372 st=other tr=-5069674.5,-372997.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.565 I/GK_STDOUT(24647): GLEDGE f=4373 st=other tr=-5069674.5,-375727.8,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.575 I/GK_STDOUT(24647): GLEDGE f=4374 st=other tr=-5069674.5,-381189.1,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.589 I/GK_STDOUT(24647): GLEDGE f=4375 st=other tr=-5069674.5,-383919.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.606 I/GK_STDOUT(24647): GLEDGE f=4376 st=other tr=-5069674.5,-386650.4,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.623 I/GK_STDOUT(24647): GLEDGE f=4377 st=other tr=-5069674.5,-389381.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.640 I/GK_STDOUT(24647): GLEDGE f=4378 st=other tr=-5069674.5,-392111.7,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.658 I/GK_STDOUT(24647): GLEDGE f=4379 st=other tr=-5069674.5,-394842.3,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:20.672 I/GK_STDOUT(24647): GLEDGE f=4380 st=other tr=-5069674.5,-397573.0,4121365.2 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
