== ANALYSIS ==
-- distinct st= tags seen --
    225 st=
-- EGRAB / EGRAB-OFF / EGRAB-JUMP lines --
  edge-grab line count = 0
-- launch lines (|tv| > 150000) --
06-27 07:24:58.250 I/GK_STDOUT(21584): GLEDGE f=5767 st=other tr=-4996511.5,-463968.0,4181184.8 tv=6790.8,-163840.0,7150.5 |tv|=164136.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.269 I/GK_STDOUT(21584): GLEDGE f=5768 st=other tr=-4996409.5,-466698.7,4181292.0 tv=6111.7,-163840.0,6435.5 |tv|=164080.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.284 I/GK_STDOUT(21584): GLEDGE f=5769 st=other tr=-4996318.0,-469429.3,4181388.5 tv=5500.5,-163840.0,5791.9 |tv|=164034.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.300 I/GK_STDOUT(21584): GLEDGE f=5770 st=other tr=-4996235.5,-472160.0,4181475.5 tv=4950.5,-163840.0,5212.7 |tv|=163997.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.617 I/GK_STDOUT(21584): GLEDGE f=5789 st=other tr=-4996235.5,-508714.5,4181475.5 tv=0.0,-152299.5,0.0 |tv|=152299.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.635 I/GK_STDOUT(21584): GLEDGE f=5790 st=other tr=-4996235.5,-511321.1,4181475.5 tv=0.0,-156395.5,0.0 |tv|=156395.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.651 I/GK_STDOUT(21584): GLEDGE f=5791 st=other tr=-4996235.5,-513996.0,4181475.5 tv=0.0,-160491.5,0.0 |tv|=160491.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.667 I/GK_STDOUT(21584): GLEDGE f=5792 st=other tr=-4996235.5,-516726.6,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.687 I/GK_STDOUT(21584): GLEDGE f=5793 st=other tr=-4996235.5,-519457.3,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.701 I/GK_STDOUT(21584): GLEDGE f=5794 st=other tr=-4996235.5,-522187.9,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.717 I/GK_STDOUT(21584): GLEDGE f=5795 st=other tr=-4996235.5,-524918.6,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.735 I/GK_STDOUT(21584): GLEDGE f=5796 st=other tr=-4996235.5,-527649.3,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.751 I/GK_STDOUT(21584): GLEDGE f=5797 st=other tr=-4996235.5,-530380.0,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.768 I/GK_STDOUT(21584): GLEDGE f=5798 st=other tr=-4996235.5,-533110.7,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.785 I/GK_STDOUT(21584): GLEDGE f=5799 st=other tr=-4996235.5,-535841.4,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.802 I/GK_STDOUT(21584): GLEDGE f=5800 st=other tr=-4996235.5,-538572.1,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.818 I/GK_STDOUT(21584): GLEDGE f=5801 st=other tr=-4996235.5,-541302.8,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.835 I/GK_STDOUT(21584): GLEDGE f=5802 st=other tr=-4996235.5,-544033.4,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.851 I/GK_STDOUT(21584): GLEDGE f=5803 st=other tr=-4996235.5,-546764.1,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.868 I/GK_STDOUT(21584): GLEDGE f=5804 st=other tr=-4996235.5,-549494.8,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.887 I/GK_STDOUT(21584): GLEDGE f=5805 st=other tr=-4996235.5,-552225.5,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.903 I/GK_STDOUT(21584): GLEDGE f=5806 st=other tr=-4996235.5,-554956.2,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.917 I/GK_STDOUT(21584): GLEDGE f=5807 st=other tr=-4996235.5,-557686.9,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.936 I/GK_STDOUT(21584): GLEDGE f=5808 st=other tr=-4996235.5,-560417.6,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.952 I/GK_STDOUT(21584): GLEDGE f=5809 st=other tr=-4996235.5,-563148.2,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.969 I/GK_STDOUT(21584): GLEDGE f=5810 st=other tr=-4996235.5,-565878.9,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.987 I/GK_STDOUT(21584): GLEDGE f=5811 st=other tr=-4996235.5,-568609.6,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.003 I/GK_STDOUT(21584): GLEDGE f=5812 st=other tr=-4996235.5,-571340.3,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.018 I/GK_STDOUT(21584): GLEDGE f=5813 st=other tr=-4996235.5,-574071.0,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.037 I/GK_STDOUT(21584): GLEDGE f=5814 st=other tr=-4996235.5,-576801.7,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.052 I/GK_STDOUT(21584): GLEDGE f=5815 st=other tr=-4996235.5,-579532.4,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.069 I/GK_STDOUT(21584): GLEDGE f=5816 st=other tr=-4996235.5,-582263.1,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.087 I/GK_STDOUT(21584): GLEDGE f=5817 st=other tr=-4996235.5,-584993.8,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.103 I/GK_STDOUT(21584): GLEDGE f=5818 st=other tr=-4996235.5,-587724.4,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.119 I/GK_STDOUT(21584): GLEDGE f=5819 st=other tr=-4996235.5,-590455.1,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.137 I/GK_STDOUT(21584): GLEDGE f=5820 st=other tr=-4996235.5,-593185.8,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.152 I/GK_STDOUT(21584): GLEDGE f=5821 st=other tr=-4996235.5,-595916.5,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.168 I/GK_STDOUT(21584): GLEDGE f=5822 st=other tr=-4996235.5,-598647.2,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.186 I/GK_STDOUT(21584): GLEDGE f=5823 st=other tr=-4996235.5,-601377.9,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:59.203 I/GK_STDOUT(21584): GLEDGE f=5824 st=other tr=-4996235.5,-604108.6,4181475.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
  launch (large-|tv|) line count = 203
-- any non-finite floats? --
0
app_foreground=YES (org.opengoal.gk.jak1)  logcat=.autoport/reports/Gledge-glitch/run3-gledge.log
